2020-01-13T03:10:14Z,Rhybox,GB53 RQYX 9738 0742 1199 73,$-45.05
2020-08-15T15:00:23Z,JumpXS,DK63 2630 4853 1880 11,$65.15
2020-10-21T02:55:49Z,Quimm,AL40 0895 5659 LMLE ZOEQ PQRQ JGV7,$98.94
2021-02-08T03:27:53Z,Skinder,VG88 FVKP 8988 5470 8120 7229,$-95.58
2021-03-30T09:09:03Z,Jabbersphere,PT90 0931 3307 8942 5622 0939 7,$-57.25
2020-10-05T12:53:41Z,Meetz,FR19 8632 9652 681J DRLY XXUR B85,$-40.74
2021-07-21T11:26:59Z,Yakidoo,FR64 7949 2951 564M 6PSN 1VBU M50,$12.79
2020-03-31T14:39:17Z,Yata,HU54 4180 0898 6885 6114 2776 1191,$68.70
2021-02-02T09:36:03Z,Youopia,HU89 7612 6441 4133 5180 0233 6153,$-39.98
2020-05-06T12:25:02Z,Oozz,TN61 2404 5792 0815 9665 3023,$39.23
2021-01-29T13:27:54Z,Jetpulse,HR96 8728 0687 9828 0957 3,$65.68
2020-01-02T02:00:28Z,Thoughtbridge,MR46 1024 0016 1286 6437 6570 613,$38.81
2020-12-21T04:51:53Z,Photospace,BR20 1354 6482 7416 9360 3884 436J T,$26.79
2019-11-26T12:16:54Z,Realbuzz,ME22 8228 4111 3928 0064 80,$-84.26
2020-08-31T10:26:17Z,Livetube,AE54 0126 0409 8280 2006 320,$26.03
2020-07-08T09:35:14Z,Meeveo,FR02 8631 0296 65UT BDP0 ILIE X68,$78.23
2021-01-03T04:43:08Z,Vinder,AT62 4890 4067 6915 5283,$-50.52
2021-01-04T13:09:05Z,Yadel,BR30 1181 6180 8085 3650 7376 111Q 1,$32.42
2021-01-01T01:12:08Z,Livefish,SM38 L852 0819 699V TORX E87A 5IT,$-17.59
2020-10-05T06:38:19Z,Edgetag,AE77 3088 2855 0116 4160 793,$-51.86
2020-10-13T02:37:58Z,Npath,EE69 2651 4183 5372 1286,$-52.52
2020-01-24T18:02:36Z,Twinder,KW80 KYWZ 83QO L0PJ ISEY 59LE RYBM NV,$92.56
2020-09-21T17:07:14Z,Tekfly,DE50 5819 1764 4794 2029 67,$-3.70
2021-06-14T16:24:40Z,Eimbee,FR76 5997 4155 08DK EBD2 XSBX O19,$2.52
2021-06-04T06:42:04Z,Skipfire,DK05 5511 3111 3673 93,$-86.21
2021-04-19T06:13:41Z,Quaxo,FR31 1987 7017 47D2 ZNSV PEQH N16,$83.32
2020-08-20T05:39:48Z,Ntag,DK42 6134 6449 5256 28,$-75.75
2020-05-13T20:47:07Z,Photobean,CH33 1067 3WFS TXVM 0FGO D,$-28.99
2021-08-01T16:42:59Z,Devshare,IS95 0953 5852 0267 6851 4952 98,$-24.39
2020-05-04T22:08:26Z,Dabjam,DE71 0498 9097 1328 2675 61,$42.73
2020-02-06T06:24:58Z,Browsezoom,BA44 4784 7339 1921 3242,$19.23
2021-07-21T10:14:34Z,Jetwire,LB66 1347 KA2E FROS PKPE 8TWK MMVB,$-60.89
2020-04-20T04:27:18Z,Thoughtsphere,BG54 WZZL 1729 52US GSGN PP,$-45.19
2020-12-11T11:52:55Z,Brainsphere,CY49 1044 8970 YPXO M9RA O8FD LJEP,$-69.48
2021-08-21T17:18:39Z,Edgetag,AE36 8877 9803 3362 2810 901,$-96.68
2019-11-26T09:54:54Z,Tavu,IL72 4527 4280 4389 5877 860,$26.51
2020-09-12T05:48:20Z,Eazzy,FR05 6083 4118 26PX BQPU PTTC E94,$46.27
2020-06-15T20:06:08Z,Voonyx,CH83 3764 1WP9 55IH J0X2 F,$-25.07
2020-06-20T12:10:14Z,Skimia,GR51 9785 730L YHIL CSOZ 2OCC W86,$15.28
2020-11-02T01:32:27Z,Oba,BA52 5717 7667 9531 3786,$-19.80
2020-03-16T16:41:49Z,Kare,SI19 8441 8681 4441 452,$-0.35
2021-05-15T20:16:55Z,Quimba,SI09 9793 4578 4739 328,$-3.75
2020-12-11T09:00:54Z,Jatri,TR53 9174 2OLM 2POD AM6Y NTUY ZC,$81.88
2020-09-27T03:47:13Z,Topdrive,LV04 ZRLE PGPE EFGB QW4D E,$-19.78
2021-01-10T02:15:19Z,Devcast,SM75 A353 2618 439Q IRLS HJSA GG9,$-16.94
2021-02-06T12:20:43Z,Talane,RS43 5062 7489 4811 9899 28,$-92.08
2019-11-04T02:07:18Z,Dabtype,ME06 3838 6921 2223 1623 33,$54.00
